id,age,gender,income,logincome,debt,love,nocheating,money,paypercent,logpaypercent
65,18,male,3864.882508757535,8.259686561790398,nodebt,5,10,8,85,4.442651256490317
66,18,female,11226.919931780623,9.326069738677814,nodebt,7,5,2,82,4.406719247264253
67,24,female,18052.68014467903,9.801049437208052,nodebt,1,10,8,10,2.302585092994046
68,21,female,17554.72869010513,9.773078633632927,nodebt,10,2,1,92,4.5217885770490405
69,27,female,3681.87054040391,8.211176201045589,nodebt,6,4,4,96,4.564348191467836
70,26,male,9082.285990000453,9.114081200922119,nodebt,3,10,9,13,2.5649493574615367
71,21,female,6026.150778582616,8.703863740715189,yesdebt,4,10,8,66,4.189654742026425
72,26,female,14635.483224062164,9.591204216965734,yesdebt,4,10,4,7,1.9459101490553132
73,20,male,25508.505125261905,10.146767209860306,nodebt,10,3,8,36,3.58351893845611
74,22,female,14987.34366156056,9.614961368026021,nodebt,2,1,9,9,2.1972245773362196
75,25,male,13303.270129472832,9.495765158384144,nodebt,10,6,10,45,3.8066624897703196
76,22,female,33027.800074047016,10.405104912292858,nodebt,8,10,7,25,3.2188758248682006
77,23,female,10150.022943126083,9.22523124487389,nodebt,6,9,8,21,3.044522437723423
78,19,female,15910.582040826432,9.674739703995579,yesdebt,1,9,3,27,3.295836866004329
79,19,male,12322.07636633308,9.41914775911521,yesdebt,10,6,5,26,3.258096538021482
80,25,female,7741.746420971105,8.954382576916228,yesdebt,4,3,8,98,4.584967478670572
81,18,male,19846.861747389885,9.895801175248204,yesdebt,9,10,3,63,4.143134726391533
82,19,female,10817.473246668058,9.28891799894304,yesdebt,4,10,4,62,4.127134385045092
83,22,male,21803.51514167837,9.989826480809716,yesdebt,10,3,6,8,2.0794415416798357
84,25,male,11735.711428231854,9.370391730924045,yesdebt,8,10,3,42,3.7376696182833684
85,24,female,13865.530747435712,9.537161236973612,yesdebt,10,8,5,44,3.784189633918261
86,25,female,8488.815409044444,9.04650474177831,yesdebt,10,10,1,48,3.871201010907891
87,22,male,12395.675285498673,9.425102923461175,yesdebt,7,4,4,64,4.1588830833596715
88,21,male,18025.259177323816,9.799529340819475,nodebt,1,10,3,70,4.248495242049359
89,26,male,1955.8828963840351,NA,yesdebt,10,8,1,85,4.442651256490317
90,21,female,7005.146454056822,8.85440036562705,nodebt,4,8,1,45,3.8066624897703196
91,24,female,17270.579385072713,9.756759719221451,nodebt,9,10,7,31,3.4339872044851463
92,27,female,6190.448185254727,8.730762767783673,nodebt,1,10,4,30,3.4011973816621555
93,19,male,22866.77585887623,10.037440300203981,yesdebt,10,4,3,73,4.290459441148391
94,22,female,6866.99675562352,8.834482136161489,nodebt,6,10,5,67,4.204692619390966
95,23,male,8088.740038890855,8.998228254893771,yesdebt,10,9,6,73,4.290459441148391
96,20,female,13184.10664543718,9.486767341121178,nodebt,7,9,3,94,4.543294782270004
97,23,female,12820.895524358222,9.458831581729095,nodebt,3,7,1,5,1.6094379124341003
98,18,male,12969.676494054098,9.470369334366733,yesdebt,10,9,10,8,2.0794415416798357
99,26,female,18326.21098754429,9.816087608475598,yesdebt,6,10,4,20,2.995732273553991
100,26,female,19579.534956999258,9.8822401648831,yesdebt,9,6,2,88,4.477336814478207
101,22,male,1454.1100704837809,6.118339614655583,yesdebt,9,2,7,34,3.5263605246161616
102,26,male,22626.69479329125,10.026885673753437,nodebt,10,10,1,65,4.174387269895637
103,27,female,25753.982981704925,10.156344573031497,yesdebt,10,1,6,67,4.204692619390966
104,25,female,8964.238277906741,9.1009984162171,yesdebt,10,6,1,47,3.8501476017100584
105,24,male,1095.2178962997514,NA,nodebt,7,10,10,7,1.9459101490553132
106,23,female,1886.7200311068282,7.542595167168059,yesdebt,10,7,3,44,3.784189633918261
107,18,male,1302.559147218999,NA,yesdebt,10,10,10,24,3.1780538303479458
108,22,female,17469.768494058488,9.768227151412278,nodebt,5,10,7,57,4.04305126783455
109,26,male,20073.260736368276,9.907143896773643,nodebt,3,10,5,92,4.5217885770490405
110,24,female,26791.74178201011,10.195848976550995,nodebt,10,9,5,31,3.4339872044851463
111,27,male,17588.57676446152,9.77500492282997,nodebt,10,10,1,50,3.912023005428146
112,27,female,22388.081000723054,10.01628399804665,nodebt,10,10,1,75,4.31748811353631
113,27,male,10544.940485391111,9.263401449026974,yesdebt,4,8,7,19,2.9444389791664403
114,25,male,7056.55317097087,8.861711991860162,nodebt,10,10,2,47,3.8501476017100584
115,18,female,17138.901450233847,9.749106097345924,yesdebt,6,8,7,61,4.110873864173311
116,26,female,17697.62352436051,9.781185645387259,nodebt,9,3,8,2,0.6931471805599453
117,26,male,1586.4607756453006,NA,yesdebt,10,7,2,73,4.290459441148391
118,20,male,22503.495458664358,10.021425929844789,yesdebt,7,8,1,51,3.9318256327243257
119,18,male,10095.483202776992,9.219843395156346,yesdebt,10,10,8,94,4.543294782270004
120,23,female,14103.256766568064,9.554161026047673,yesdebt,1,7,10,81,4.394449154672439
121,25,male,6888.596611010225,8.83762265835694,nodebt,10,10,6,38,3.6375861597263857
122,22,female,20091.141974152775,9.908034299108007,nodebt,10,10,7,15,2.70805020110221
123,18,female,12034.217532680806,9.39550933212355,nodebt,3,10,2,41,3.713572066704308
124,23,female,3629.3358955805015,8.196804961645814,yesdebt,5,5,2,91,4.51085950651685
125,18,male,17312.72184316211,9.75919687689306,yesdebt,10,5,5,13,2.5649493574615367
126,19,male,1817.0345943517805,7.504961107483931,yesdebt,2,10,10,9,2.1972245773362196
127,19,female,13478.03821781795,9.50881684107255,yesdebt,10,7,8,83,4.418840607796598
128,23,female,15155.232247634236,9.62610111419363,yesdebt,1,10,10,5,1.6094379124341003
129,23,male,36614.648483196026,10.508203671099395,yesdebt,6,10,9,3,1.0986122886681098
130,23,male,19087.772445623374,9.856803222935088,yesdebt,2,10,6,87,4.465908118654584
131,23,male,4813.248455652782,8.479127489756078,yesdebt,2,10,9,34,3.5263605246161616
132,21,male,18011.50330649974,9.798765905341698,yesdebt,4,1,6,71,4.2626798770413155
133,19,female,14209.872079613566,9.561692218912244,nodebt,10,10,3,6,1.791759469228055
134,27,female,16764.355964705486,9.727010242696018,yesdebt,9,10,9,9,2.1972245773362196
135,24,female,2072.5850402427095,7.636551918854103,yesdebt,10,10,6,70,4.248495242049359
136,27,male,28447.22413993079,10.255805865020275,nodebt,10,8,8,80,4.382026634673881
137,26,female,19465.886148856513,9.876418784251392,yesdebt,10,10,1,79,4.3694478524670215
138,18,female,11988.873290121994,9.391734272807195,nodebt,4,10,3,83,4.418840607796598
139,19,male,1220.5286791602502,NA,yesdebt,5,10,7,36,3.58351893845611
140,25,male,18183.242479254626,9.808255706022676,nodebt,10,3,9,97,4.574710978503383
141,25,male,3824.821878010065,8.249267177335815,yesdebt,10,10,1,6,1.791759469228055
142,19,female,5541.835824263848,8.620081101069268,yesdebt,10,10,3,32,3.4657359027997265
143,26,female,19338.599469925426,9.869858350145465,nodebt,4,2,5,45,3.8066624897703196
144,19,female,20877.76920244578,9.946440197325561,yesdebt,10,4,9,47,3.8501476017100584
145,19,male,11971.966428708234,9.390323064817993,yesdebt,8,10,8,57,4.04305126783455
146,27,female,1857.555425951501,7.527016615151585,yesdebt,1,7,1,33,3.4965075614664802
147,26,male,3829.0744162886076,NA,nodebt,4,9,5,84,4.430816798843313
148,23,female,3798.523921442991,8.24236782852592,nodebt,10,6,3,99,4.59511985013459
149,22,female,9425.654603239147,9.151190463828977,nodebt,10,10,5,26,3.258096538021482
150,27,male,7210.612186996885,8.883309134718461,nodebt,10,10,2,14,2.6390573296152584
151,18,female,17571.011389582767,9.774005742961128,nodebt,9,10,10,48,3.871201010907891
152,18,female,8447.917011315962,9.04167518242667,yesdebt,10,10,6,90,4.499809670330265
153,22,male,18781.636718241258,9.840634901160742,nodebt,10,10,8,66,4.189654742026425
154,20,male,24563.336988115196,10.109010243883066,nodebt,3,10,3,39,3.6635616461296463
155,27,male,11434.73323811614,9.344410777642235,nodebt,1,10,4,44,3.784189633918261
156,18,female,4174.960105650527,8.336860081706494,nodebt,10,10,2,50,3.912023005428146
157,22,male,5519.754603817677,8.616088682452821,nodebt,6,10,10,39,3.6635616461296463
158,20,female,21084.85571477537,9.95631032313023,nodebt,10,9,9,34,3.5263605246161616
159,23,male,2541.215258064405,7.840397693649658,yesdebt,6,4,3,85,4.442651256490317
160,27,male,27817.656312309486,10.233426217223743,yesdebt,9,10,6,21,3.044522437723423
161,21,female,17233.728202941962,9.754623684696003,nodebt,1,4,4,70,4.248495242049359
162,27,male,22665.25371608348,10.028588357492021,yesdebt,10,10,1,83,4.418840607796598
163,18,male,9096.840285439564,9.115682410829372,yesdebt,4,10,10,18,2.8903717578961645
164,21,male,9871.58483096051,9.197415690050178,nodebt,1,10,6,83,4.418840607796598
165,21,male,18571.69477984998,9.829393914579285,nodebt,10,9,1,94,4.543294782270004
166,21,male,13486.301991667482,9.5094297820193,yesdebt,10,4,5,63,4.143134726391533
167,18,male,19704.72604773379,9.888613786854652,nodebt,10,10,7,74,4.30406509320417
168,26,female,13495.629928129936,9.510121202994032,yesdebt,8,10,9,13,2.5649493574615367
169,18,female,13535.620443676622,9.513080040944338,yesdebt,8,7,5,96,4.564348191467836
170,18,male,29082.968689080062,10.277908013406677,nodebt,10,6,5,88,4.477336814478207
171,21,female,18934.552154128574,9.848743688306971,yesdebt,10,10,2,13,2.5649493574615367
172,18,female,3615.2109681631446,NA,nodebt,8,10,1,4,1.3862943611198906
173,18,female,20737.87242703501,9.939716893447022,yesdebt,7,4,7,44,3.784189633918261
174,18,female,9541.289799361359,9.16338395439824,nodebt,6,10,5,88,4.477336814478207
175,19,male,15308.915385009375,9.636190642576521,yesdebt,10,10,2,42,3.7376696182833684
176,25,female,25827.546178998775,10.159196882699884,yesdebt,10,10,1,32,3.4657359027997265
177,20,female,28531.118506899442,10.258750648027199,yesdebt,10,10,6,21,3.044522437723423
178,22,female,1817.9937896572774,NA,nodebt,6,10,2,83,4.418840607796598
179,18,male,2796.820072626673,7.936238362432985,nodebt,4,10,9,64,4.1588830833596715
180,20,male,18501.97520706042,9.825632773316336,yesdebt,8,10,1,13,2.5649493574615367
181,22,female,9854.997445166548,9.195733960344427,nodebt,10,8,6,51,3.9318256327243257
182,25,female,11191.376372969598,9.322898794007438,nodebt,10,4,9,79,4.3694478524670215
183,23,female,24835.210148800357,10.120017689305543,nodebt,4,7,2,37,3.6109179126442243
184,24,male,11307.53652803303,9.333224731771988,nodebt,9,7,10,44,3.784189633918261
185,27,male,5662.955877484772,8.641701274715762,nodebt,4,10,6,80,4.382026634673881
186,24,female,12597.180468366532,9.441228295546939,yesdebt,3,5,4,84,4.430816798843313
187,26,female,21159.791858936358,9.959858049389657,nodebt,10,4,7,68,4.219507705176107
188,26,male,16922.102394229292,9.736375880419294,nodebt,10,10,5,21,3.044522437723423
189,26,male,21033.350378413015,9.953864570245004,yesdebt,1,3,10,20,2.995732273553991
190,20,female,1847.3474857570673,6.742110865251486,nodebt,10,10,10,53,3.970291913552122
191,19,female,15930.65856303772,9.676000743106558,nodebt,10,10,10,4,1.3862943611198906
192,22,female,20536.18031793452,9.929943503089683,yesdebt,10,10,10,81,4.394449154672439
193,26,male,26023.888201501104,10.166770172167212,yesdebt,10,10,6,10,2.302585092994046
194,21,male,6887.761685558784,NA,nodebt,2,3,9,6,1.791759469228055
195,26,female,8739.478476434058,9.075605795980652,nodebt,8,5,9,26,3.258096538021482
196,23,female,21464.346719894493,9.974148545529525,nodebt,7,6,10,99,4.59511985013459
197,25,male,19192.548687838444,9.862277393514699,nodebt,10,10,2,28,3.332204510175204
198,18,male,17848.942194935276,9.789699524663856,yesdebt,6,1,10,92,4.5217885770490405
199,23,male,2160.3598933496432,7.678030104090593,nodebt,2,10,10,4,1.3862943611198906
200,26,female,12418.543522995844,9.426946079931076,yesdebt,10,10,4,87,4.465908118654584
201,23,female,2291.6751321715237,NA,yesdebt,3,10,9,32,3.4657359027997265
202,27,female,15152.773618260047,9.62593887129382,nodebt,5,1,1,13,2.5649493574615367
203,23,female,7058.364955363235,8.861968710940797,yesdebt,7,10,10,22,3.091042453358316
204,23,female,3481.876723717167,8.15532671582925,nodebt,10,8,9,12,2.4849066497880004
205,21,female,16354.332422910973,9.702248121218956,nodebt,10,9,8,9,2.1972245773362196
206,24,female,29598.606888609615,10.295482574630581,nodebt,2,10,8,74,4.30406509320417
207,23,female,2324.46574334043,7.751245503805625,nodebt,6,2,5,6,1.791759469228055
208,27,male,8009.359859064209,8.98836611914899,yesdebt,7,6,8,70,4.248495242049359
209,22,male,13433.75242432178,9.505525656620353,yesdebt,10,10,8,59,4.07753744390572
210,22,male,9346.77854011277,9.14278702175038,yesdebt,10,10,9,19,2.9444389791664403
211,19,male,6650.527156936261,8.8024514022278,nodebt,8,10,7,66,4.189654742026425
212,26,female,19880.01388167536,9.89747017848373,nodebt,2,10,1,9,2.1972245773362196
213,23,male,6942.465502674915,8.845412250162475,yesdebt,1,10,10,89,4.48863636973214
214,18,female,13705.735014470032,9.525569638416632,yesdebt,10,4,8,89,4.48863636973214
215,18,female,22840.41501068501,10.036286833950095,yesdebt,1,8,8,99,4.59511985013459
216,19,female,17895.53807164867,9.792306691015684,nodebt,10,2,3,22,3.091042453358316
217,24,male,2154.7366474536684,7.675423789712238,yesdebt,10,10,7,48,3.871201010907891
218,19,male,25488.4512358071,10.14598073584619,yesdebt,10,10,4,77,4.343805421853684
219,27,female,19315.105387269687,9.86864273132519,nodebt,6,10,1,26,3.258096538021482
220,27,male,16750.353792830432,9.726174658990173,nodebt,3,10,4,38,3.6375861597263857
221,21,female,13960.264853957899,9.543970348482945,yesdebt,9,5,7,83,4.418840607796598
222,21,female,8079.576867635959,8.99709478227706,yesdebt,6,2,8,77,4.343805421853684
223,24,female,8394.89453687334,9.03537900682086,nodebt,5,10,6,46,3.828641396489095
224,18,male,7366.887399249835,8.904750562087905,nodebt,10,4,6,87,4.465908118654584
225,22,female,3862.2100725455657,8.258994856264573,nodebt,10,4,3,85,4.442651256490317
226,23,female,19260.045575228683,9.86578805166441,nodebt,6,10,6,94,4.543294782270004
227,21,male,4119.8886380087515,8.323581412368739,nodebt,1,10,1,48,3.871201010907891
228,19,male,18343.99591257196,9.817057601716737,yesdebt,5,10,9,25,3.2188758248682006
229,27,female,8197.9347496507,9.011637541731643,yesdebt,7,10,7,11,2.3978952727983707
230,26,female,21956.210877542297,9.996805334175592,yesdebt,8,10,7,95,4.553876891600541
231,23,female,23275.843490115374,10.055171341665424,yesdebt,10,8,8,36,3.58351893845611
232,27,female,15165.894299517078,9.626804389667628,nodebt,3,10,8,14,2.6390573296152584
233,26,female,18160.954438584704,9.807029207964991,yesdebt,1,5,6,9,2.1972245773362196
234,24,female,17210.81713500194,9.753293368322591,nodebt,10,8,7,86,4.454347296253507
235,27,female,3744.734667752253,8.228106043708983,yesdebt,5,10,1,11,2.3978952727983707
236,20,male,21437.482770527102,9.972896200200783,yesdebt,6,10,6,23,3.1354942159291497
237,26,female,21200.432086456818,9.961776841889048,nodebt,10,10,5,42,3.7376696182833684
238,20,male,7734.834471496034,8.953489362842314,yesdebt,10,10,4,49,3.8918202981106265
239,22,male,7031.839072504288,8.858203554078159,nodebt,9,10,3,12,2.4849066497880004
240,21,male,17900.373161185267,9.792576838605141,yesdebt,10,5,9,93,4.532599493153256
241,27,male,6311.341081833409,8.750103465732037,nodebt,3,3,10,5,1.6094379124341003
242,23,female,16402.09703078119,9.70516447336847,yesdebt,3,4,10,26,3.258096538021482
243,26,male,20076.187368175153,9.907289683674845,nodebt,10,10,7,79,4.3694478524670215
244,23,male,12853.560168653934,9.461376107876836,nodebt,6,3,6,19,2.9444389791664403
245,18,male,13852.651228771016,9.536231917756162,nodebt,10,6,9,85,4.442651256490317
246,22,male,9517.390271016156,9.160875959008804,nodebt,10,6,6,66,4.189654742026425
247,22,female,12516.302905309629,9.43478730594284,yesdebt,2,10,1,80,4.382026634673881
248,23,female,10438.643604819132,9.253269930085873,yesdebt,10,10,6,35,3.5553480614894135
249,26,male,35274.76984297714,10.470923252049896,nodebt,10,3,6,69,4.23410650459726
250,27,female,19812.287745072605,9.894057617379795,yesdebt,10,10,3,84,4.430816798843313
251,25,female,24020.489670654228,10.086662481381813,yesdebt,10,10,5,31,3.4339872044851463
252,19,female,11237.98747695575,9.327055057323395,yesdebt,10,10,5,3,1.0986122886681098
253,24,male,13340.571982661575,9.498565195811398,nodebt,7,10,7,83,4.418840607796598
254,24,female,36965.3869016072,10.517737264637553,nodebt,10,10,5,15,2.70805020110221
255,22,male,8357.674280995849,9.03093547132192,nodebt,10,7,3,7,1.9459101490553132
256,20,female,9858.398971155533,9.196079058261692,nodebt,10,10,2,6,1.791759469228055
257,27,male,13867.104151462316,9.537274706467874,yesdebt,1,10,4,25,3.2188758248682006
258,26,male,23834.92920742953,10.078907397524572,nodebt,10,10,5,47,3.8501476017100584
259,26,female,9008.198188054022,NA,nodebt,10,4,10,19,2.9444389791664403
260,22,male,31428.750616540237,10.355478377698303,nodebt,9,10,1,29,3.367295829986474
261,19,male,6249.631581669026,8.740277794060052,nodebt,10,10,1,28,3.332204510175204
262,20,male,5187.49187885295,8.554005599015406,nodebt,10,10,1,32,3.4657359027997265
263,19,male,12261.782182861709,9.414242564575046,yesdebt,3,4,10,9,2.1972245773362196
264,21,male,20268.260625566065,9.916811425481255,nodebt,4,9,3,56,4.02535169073515
265,25,male,8188.439177919223,9.010478582118454,yesdebt,1,10,10,42,3.7376696182833684
266,22,female,1007.8642394424824,NA,nodebt,4,10,9,12,2.4849066497880004
267,25,female,11081.146868410238,9.313000462923958,yesdebt,4,10,4,78,4.356708826689592
268,23,female,17625.94722167489,9.777127369310115,yesdebt,10,10,5,75,4.31748811353631
269,21,female,21921.296414448967,9.995213882308008,nodebt,7,10,4,16,2.772588722239781
270,22,female,24117.733734792222,10.090702688499444,nodebt,10,5,4,12,2.4849066497880004
271,21,male,11528.357894191928,9.352565182842136,yesdebt,2,1,7,74,4.30406509320417
272,27,female,26703.806374797146,10.192561395081334,yesdebt,6,2,6,18,2.8903717578961645
273,18,male,24582.46168772458,10.109788528134825,nodebt,10,5,2,42,3.7376696182833684
274,18,female,11301.70672443168,9.332709030855733,nodebt,4,8,6,93,4.532599493153256
275,21,female,22302.782053935418,10.012466705448713,yesdebt,4,2,7,30,3.4011973816621555
276,23,male,23452.538197326816,10.062734006709016,nodebt,10,10,7,53,3.970291913552122
277,23,male,3947.5657911394737,8.280854412524027,yesdebt,2,5,7,62,4.127134385045092
278,24,male,27179.373370632195,10.210213632642908,yesdebt,10,10,3,92,4.5217885770490405
279,22,male,14375.845727546941,9.573304697155601,nodebt,10,7,1,17,2.833213344056216
280,19,male,19018.770435450264,9.853181688134367,yesdebt,10,6,8,7,1.9459101490553132
281,24,male,14302.294968361848,9.568175290669322,yesdebt,5,10,5,19,2.9444389791664403
282,27,female,9472.372912841547,9.156134726370086,yesdebt,10,10,6,94,4.543294782270004
283,23,female,27211.383432870134,10.21139067329521,nodebt,10,1,7,35,3.5553480614894135
284,19,male,25512.533458128764,10.146925118557858,yesdebt,6,1,7,85,4.442651256490317
285,20,male,6441.967091369977,8.770589221428853,nodebt,10,10,9,7,1.9459101490553132
286,18,male,14872.769079918098,9.6072872413454,nodebt,10,10,9,18,2.8903717578961645
287,21,female,19311.44573918642,9.868453242593347,yesdebt,10,10,4,45,3.8066624897703196
288,26,male,1722.2669890583657,6.582394861476573,yesdebt,10,10,6,64,4.1588830833596715
289,23,male,11399.157217457021,9.341294703356512,nodebt,10,5,8,29,3.367295829986474
290,27,male,18827.971794449346,9.843098904455822,nodebt,10,8,5,32,3.4657359027997265
291,24,male,12228.571418018817,9.411530412211572,yesdebt,8,10,5,76,4.330733340286331
292,20,female,1354.2926262468554,NA,nodebt,10,3,3,33,3.4965075614664802
293,19,male,3130.992048901682,8.049105181847512,yesdebt,2,10,9,67,4.204692619390966
294,26,female,7616.348222065734,8.938052297861065,yesdebt,10,10,5,96,4.564348191467836
295,27,female,16393.95624533807,9.70466802426578,nodebt,7,1,5,65,4.174387269895637
296,26,male,1461.4145202865093,6.13429681530627,nodebt,10,10,6,41,3.713572066704308
297,20,female,19000.325432983416,9.852211386053654,nodebt,9,10,6,79,4.3694478524670215
298,24,female,23508.3708286319,10.06511184217984,nodebt,10,5,9,70,4.248495242049359
299,20,male,10478.378715432777,9.257069243181451,yesdebt,9,10,1,31,3.4339872044851463
300,23,male,22552.743991511084,10.02361202229551,nodebt,6,2,2,99,4.59511985013459
301,21,female,22784.791490807984,10.03384855249561,yesdebt,4,9,4,90,4.499809670330265
302,27,female,14862.671439114738,9.606608075944434,yesdebt,10,10,6,20,2.995732273553991
303,19,female,12120.581193048753,9.40266021169543,nodebt,10,10,9,93,4.532599493153256
304,24,female,13478.525715779826,9.508853010219562,nodebt,6,10,9,58,4.060443010546419
305,18,female,1020.4247541549594,NA,yesdebt,10,10,3,87,4.465908118654584
306,19,female,19482.79626070069,9.877287112105407,yesdebt,6,10,1,78,4.356708826689592
307,20,male,17683.077979460315,9.780363414899934,yesdebt,5,10,6,33,3.4965075614664802
308,18,male,13775.817779482828,9.530669999190572,yesdebt,10,10,8,26,3.258096538021482
309,27,female,6747.899658292077,NA,nodebt,5,10,3,53,3.970291913552122
310,22,female,17337.742292726092,9.760641039592551,nodebt,8,10,9,5,1.6094379124341003
311,19,male,19522.577663108124,9.879326903662257,yesdebt,6,4,5,1,0
312,20,male,8006.248286653413,8.987977551643887,nodebt,7,10,8,84,4.430816798843313
313,20,male,23072.27094405761,10.046386783430147,nodebt,5,10,4,95,4.553876891600541
314,27,female,19616.44087460113,9.884123313738325,nodebt,10,10,5,26,3.258096538021482
315,19,female,5496.020703725366,8.611779600948468,yesdebt,10,10,4,1,0
316,27,male,7331.246903332932,8.899900890008917,nodebt,3,10,2,9,2.1972245773362196
317,21,female,13234.035656996184,9.490547248915979,nodebt,2,10,5,5,1.6094379124341003
318,26,male,7075.965408735247,8.864459166733985,nodebt,4,10,7,96,4.564348191467836
