id,age,gender,income,logincome,debt,love,nocheating,money,paypercent,logpaypercent
237,21,female,12000,9.392661929,yesdebt,10,10,8,56.6,4.036008985
238,25,male,32000,10.37349118,yesdebt,10,10,6,93.3,4.535820108
239,22,female,15000,9.61580548,nodebt,10,10,10,64.4,4.165113633
240,22,female,10000,9.210340372,nodebt,10,10,5,50.1,3.914021008
241,24,male,20000,9.903487553,yesdebt,10,8,7,75.2,4.320151231
242,21,male,26000,10.16585182,yesdebt,10,10,10,87.6,4.472780998
243,23,male,10000,9.210340372,nodebt,10,10,2,50.1,3.914021008
245,23,female,2000,7.60090246,nodebt,10,10,10,21.2,3.054001182
246,22,male,10000,9.210340372,yesdebt,10,10,10,50.1,3.914021008
247,25,male,13000,9.472704636,yesdebt,10,10,7,60,4.094344562
248,21,male,3000,8.006367568,yesdebt,10,10,8,25.2,3.226843995
253,23,female,34000,10.4341158,nodebt,9,9,6,94.3,4.54648119
254,22,male,1200,7.090076836,nodebt,10,9,3,19,2.944438979
255,23,male,14000,9.546812609,yesdebt,10,10,7,62.4,4.133565275
257,23,female,21000,9.952277717,nodebt,9,10,7,79.3,4.373238129
258,21,female,6500,8.779557456,nodebt,10,10,2,40.5,3.701301974
259,24,male,35000,10.46310334,yesdebt,10,10,3,94.6,4.549657476
260,24,female,22000,9.998797732,nodebt,10,10,5,80.6,4.38949865
262,23,female,2000,7.60090246,yesdebt,9,9,10,21.3,3.058707073
263,23,female,10821,9.28924397,yesdebt,10,10,8,55.1,4.009149716
264,21,female,9000,9.104979856,yesdebt,7,10,5,47.8,3.867025639
267,23,female,15000,9.61580548,nodebt,10,10,1,64.4,4.165113633
268,20,female,6000,8.699514748,nodebt,10,9,10,37.3,3.618993327
269,24,female,11000,9.305650552,yesdebt,10,10,7,55.1,4.009149716
270,22,female,2000,7.60090246,nodebt,9,9,5,21.3,3.058707073
271,25,female,18000,9.798127037,yesdebt,10,10,6,72.2,4.279440046
272,21,male,20000,9.903487553,nodebt,10,10,6,75.3,4.321480135
273,22,female,32000,10.37349118,yesdebt,8,10,7,93.3,4.535820108
274,21,female,11000,9.305650552,yesdebt,10,10,5,55.2,4.010962953
275,23,female,15000,9.61580548,yesdebt,10,10,5,64.5,4.166665224
276,24,male,15000,9.61580548,yesdebt,10,10,6,64.5,4.166665224
277,24,female,25000,10.1266311,nodebt,10,10,2,84.8,4.440295543
278,24,male,14000,9.546812609,nodebt,10,10,7,62.5,4.135166557
279,21,female,14000,9.546812609,nodebt,10,10,10,62.6,4.136765278
280,21,female,12000,9.392661929,yesdebt,10,10,5,56.7,4.037774211
282,22,female,20000,9.903487553,yesdebt,10,10,4,75.3,4.321480135
283,21,female,8000,8.987196821,yesdebt,10,10,5,44.4,3.793239469
284,21,male,20000,9.903487553,nodebt,10,10,6,75.3,4.321480135
285,22,female,8000,8.987196821,nodebt,10,10,9,44.4,3.793239469
286,21,female,12000,9.392661929,nodebt,10,10,7,56.7,4.037774211
287,25,male,30000,10.30895266,nodebt,10,10,5,91,4.510859507
288,25,male,9000,9.104979856,nodebt,10,10,5,47.8,3.867025639
289,25,male,2000,7.60090246,nodebt,10,10,10,21.3,3.058707073
291,23,female,20000,9.903487553,yesdebt,10,10,8,75.4,4.322807275
294,23,female,18000,9.798127037,yesdebt,10,10,5,72.2,4.279440046
295,24,female,15000,9.61580548,yesdebt,10,10,7,64.5,4.166665224
296,23,female,10000,9.210340372,yesdebt,10,10,7,50.2,3.916015027
297,24,female,1500,7.313220387,nodebt,10,10,7,19.5,2.970414466
298,21,male,19000,9.852194258,yesdebt,10,10,1,74.2,4.30676415
299,24,female,19000,9.852194258,yesdebt,10,10,10,74.3,4.308110952
303,24,male,17000,9.740968623,yesdebt,8,7,10,70.4,4.254193263
304,19,male,8000,8.987196821,yesdebt,10,10,5,44.4,3.793239469
305,19,female,5000,8.517193191,nodebt,10,10,7,32.3,3.47506723
306,22,female,16000,9.680344001,nodebt,10,10,5,68.7,4.229749199
307,23,male,29000,10.27505111,nodebt,10,10,5,90.2,4.502029427
309,23,female,12000,9.392661929,yesdebt,10,10,5,56.7,4.037774211
310,23,female,3000,8.006367568,nodebt,10,10,5,25.4,3.234749174
311,23,male,5000,8.517193191,yesdebt,8,10,10,32.3,3.47506723
312,23,male,12000,9.392661929,yesdebt,9,7,10,56.8,4.039536326
313,22,male,36000,10.49127422,nodebt,10,10,1,95.9,4.563305982
314,23,female,10000,9.210340372,yesdebt,10,10,6,50.2,3.916015027
315,23,male,26000,10.16585182,nodebt,10,10,10,87.7,4.473921899
317,22,female,15000,9.61580548,yesdebt,10,10,8,64.5,4.166665224
321,24,male,15000,9.61580548,yesdebt,10,10,10,64.6,4.168214411
322,21,female,5000,8.517193191,yesdebt,10,10,8,32.3,3.47506723
324,22,female,21000,9.952277717,yesdebt,10,10,5,79.3,4.373238129
325,22,female,28000,10.23995979,yesdebt,10,10,9,89.6,4.49535532
327,21,female,17995,9.797849221,nodebt,10,10,7,72,4.276666119
328,25,female,2000,7.60090246,yesdebt,10,10,5,21.3,3.058707073
329,23,male,16000,9.680344001,nodebt,10,8,10,68.8,4.231203745
330,25,female,9500,9.159047078,nodebt,10,10,6,49.8,3.908014984
331,22,male,18000,9.798127037,yesdebt,8,7,8,72.2,4.279440046
333,22,female,16000,9.680344001,nodebt,10,10,10,68.8,4.231203745
335,24,male,15000,9.61580548,nodebt,10,10,1,64.6,4.168214411
336,22,male,17000,9.740968623,nodebt,10,10,1,70.4,4.254193263
338,20,male,3000,8.006367568,yesdebt,10,10,4,25.4,3.234749174
343,22,male,12000,9.392661929,yesdebt,10,10,7,56.8,4.039536326
344,23,male,21000,9.952277717,yesdebt,10,10,6,79.3,4.373238129
345,24,female,37000,10.51867319,nodebt,10,10,8,96.3,4.567468319
347,21,female,6000,8.699514748,nodebt,10,10,6,37.3,3.618993327
349,25,female,6000,8.699514748,nodebt,10,10,10,37.4,3.621670704
350,23,male,40000,10.59663473,nodebt,10,10,7,96.8,4.572646994
351,22,female,4000,8.29404964,nodebt,8,10,3,28.7,3.356897123
352,23,male,26000,10.16585182,nodebt,10,10,5,87.7,4.473921899
354,23,female,12000,9.392661929,yesdebt,10,10,7,56.9,4.041295341
355,24,male,24000,10.08580911,nodebt,10,10,8,83.6,4.42604352
357,24,female,27000,10.20359214,yesdebt,10,10,9,88.7,4.485259889
358,23,male,23000,10.04324949,yesdebt,10,10,1,82.5,4.412798293
359,22,male,5000,8.517193191,yesdebt,10,2,10,32.4,3.478158423
360,23,male,4000,8.29404964,nodebt,10,10,8,28.7,3.356897123
361,23,male,10000,9.210340372,nodebt,10,10,5,50.2,3.916015027
362,19,male,1500,7.313220387,yesdebt,10,10,7,19.5,2.970414466
364,19,male,3000,8.006367568,nodebt,10,10,10,25.4,3.234749174
365,19,male,10000,9.210340372,nodebt,10,10,5,50.2,3.916015027
366,21,male,40000,10.59663473,nodebt,10,10,6,96.8,4.572646994
367,20,female,3000,8.006367568,nodebt,10,8,10,25.4,3.234749174
368,20,male,2000,7.60090246,nodebt,7,10,4,21.4,3.063390922
369,20,female,1300,7.170119543,nodebt,10,10,8,19.3,2.960105096
372,20,male,18000,9.798127037,yesdebt,10,10,10,72.2,4.279440046
374,19,female,7000,8.853665428,nodebt,10,10,5,41,3.713572067
375,20,female,3000,8.006367568,nodebt,9,10,8,25.5,3.238678452
377,20,female,19000,9.852194258,yesdebt,8,10,9,74.3,4.308110952
378,19,female,20000,9.903487553,nodebt,10,10,4,75.4,4.322807275
379,21,male,13635,9.520395295,nodebt,10,10,8,62.3,4.131961426
380,19,female,2000,7.60090246,nodebt,10,10,10,21.4,3.063390922
382,19,male,15000,9.61580548,nodebt,10,10,10,64.6,4.168214411
383,19,female,13000,9.472704636,nodebt,10,10,1,60,4.094344562
384,20,male,35000,10.46310334,nodebt,10,10,8,94.7,4.550714
385,20,female,13000,9.472704636,yesdebt,10,10,5,60,4.094344562
387,19,male,11000,9.305650552,nodebt,5,10,8,55.2,4.010962953
389,20,male,15000,9.61580548,nodebt,10,10,10,64.6,4.168214411
390,20,male,22000,9.998797732,yesdebt,10,10,10,80.7,4.390738575
391,19,male,10000,9.210340372,yesdebt,10,10,8,50.2,3.916015027
394,19,female,13000,9.472704636,yesdebt,10,10,10,60.1,4.096009842
395,20,female,9000,9.104979856,nodebt,10,10,4,47.9,3.869115504
396,21,male,18000,9.798127037,yesdebt,8,10,7,72.2,4.279440046
397,20,male,3000,8.006367568,nodebt,10,10,1,25.5,3.238678452
398,20,female,16000,9.680344001,yesdebt,10,10,10,68.9,4.232656178
399,21,male,30000,10.30895266,nodebt,10,10,10,91,4.510859507
400,20,male,5000,8.517193191,yesdebt,5,7,4,32.4,3.478158423
401,22,female,22000,9.998797732,nodebt,10,10,7,80.7,4.390738575
402,20,female,19200,9.862665558,yesdebt,10,10,6,74.9,4.316153891
403,20,female,5000,8.517193191,nodebt,10,10,8,32.4,3.478158423
404,19,male,16000,9.680344001,nodebt,10,10,3,68.9,4.232656178
405,20,male,1400,7.244227516,nodebt,8,9,7,19.4,2.965273066
407,19,male,3000,8.006367568,nodebt,9,10,5,25.5,3.238678452
408,20,female,8000,8.987196821,nodebt,10,9,5,44.4,3.793239469
409,19,male,5000,8.517193191,nodebt,10,10,7,32.4,3.478158423
410,20,male,13000,9.472704636,yesdebt,10,10,8,60.1,4.096009842
411,20,male,12000,9.392661929,yesdebt,9,10,5,56.9,4.041295341
412,20,male,5000,8.517193191,nodebt,10,10,7,32.4,3.478158423
414,20,male,10500,9.259130536,nodebt,10,10,4,55,4.007333185
415,20,female,2500,7.824046011,yesdebt,10,10,10,24,3.17805383
416,19,female,3000,8.006367568,yesdebt,10,10,7,25.5,3.238678452
417,20,male,10000,9.210340372,yesdebt,10,10,10,50.3,3.918005077
418,19,female,10000,9.210340372,nodebt,10,10,5,50.3,3.918005077
420,21,female,21000,9.952277717,yesdebt,10,10,9,79.3,4.373238129
421,20,male,12000,9.392661929,nodebt,10,7,8,56.9,4.041295341
423,20,female,1800,7.495541944,yesdebt,10,10,6,20.4,3.015534901
424,20,male,10000,9.210340372,yesdebt,10,10,4,50.3,3.918005077
425,20,male,3000,8.006367568,nodebt,10,10,7,25.6,3.242592351
426,20,female,2483,7.817222786,nodebt,10,10,4,23.9,3.173878459
427,19,female,6000,8.699514748,nodebt,10,10,7,37.4,3.621670704
428,20,male,17500,9.76995616,nodebt,10,10,8,71.8,4.273884476
429,19,female,5000,8.517193191,nodebt,10,10,8,32.4,3.478158423
430,19,male,12000,9.392661929,nodebt,10,10,7,56.9,4.041295341
431,22,female,10000,9.210340372,nodebt,10,10,10,50.3,3.918005077
432,19,male,10000,9.210340372,nodebt,10,10,1,50.3,3.918005077
433,20,female,3600,8.188689124,nodebt,10,10,10,28.3,3.342861805
435,19,female,2000,7.60090246,nodebt,10,10,5,21.4,3.063390922
438,21,female,12000,9.392661929,nodebt,10,10,5,56.9,4.041295341
439,21,female,9000,9.104979856,nodebt,10,10,8,47.9,3.869115504
440,19,female,20000,9.903487553,nodebt,10,10,6,75.4,4.322807275
441,21,male,5000,8.517193191,yesdebt,10,9,6,32.4,3.478158423
442,23,female,13000,9.472704636,yesdebt,10,10,8,60.1,4.096009842
443,24,female,27000,10.20359214,nodebt,10,10,8,88.7,4.485259889
444,23,female,17000,9.740968623,yesdebt,10,10,10,70.4,4.254193263
445,24,female,13000,9.472704636,yesdebt,10,8,7,60.1,4.096009842
446,21,male,19210,9.863186256,nodebt,10,10,5,75,4.317488114
447,21,female,11000,9.305650552,nodebt,10,10,7,55.2,4.010962953
448,22,female,14000,9.546812609,yesdebt,10,10,2,62.6,4.136765278
449,21,female,6000,8.699514748,nodebt,9,10,8,37.4,3.621670704
450,22,male,20000,9.903487553,yesdebt,9,9,8,75.4,4.322807275
451,22,female,21069,9.955558045,yesdebt,10,10,5,80.2,4.384523515
452,22,male,10000,9.210340372,nodebt,10,10,7,50.4,3.919991175
453,21,female,2000,7.60090246,nodebt,10,9,1,21.4,3.063390922
454,24,male,10000,9.210340372,yesdebt,10,10,1,50.4,3.919991175
455,24,female,18000,9.798127037,yesdebt,10,10,4,72.3,4.280824129
457,22,female,28000,10.23995979,nodebt,10,10,5,89.6,4.49535532
458,20,male,32000,10.37349118,nodebt,10,10,1,93.3,4.535820108
459,20,female,2000,7.60090246,nodebt,10,10,7,21.4,3.063390922
460,23,female,3200,8.070906089,nodebt,10,10,8,27.5,3.314186005
462,22,male,30000,10.30895266,yesdebt,8,10,8,91,4.510859507
463,21,female,30000,10.30895266,nodebt,10,5,10,91,4.510859507
464,23,female,21000,9.952277717,yesdebt,10,10,7,79.4,4.374498368
466,22,female,14000,9.546812609,nodebt,9,9,3,62.6,4.136765278
468,24,male,35000,10.46310334,nodebt,10,10,9,94.7,4.550714
469,24,female,26000,10.16585182,yesdebt,10,10,7,87.7,4.473921899
470,23,male,31000,10.34174248,yesdebt,10,10,5,92.9,4.531523646
472,25,female,20000,9.903487553,yesdebt,10,10,7,75.4,4.322807275
473,22,female,10000,9.210340372,yesdebt,10,10,7,50.4,3.919991175
475,23,male,35000,10.46310334,yesdebt,10,9,8,94.7,4.550714
476,20,female,8500,9.047821442,yesdebt,10,10,8,47.2,3.854393893
478,24,male,24000,10.08580911,nodebt,10,10,10,83.6,4.42604352
479,23,male,22000,9.998797732,yesdebt,10,10,8,80.7,4.390738575
480,22,male,18000,9.798127037,yesdebt,10,10,5,72.3,4.280824129
481,22,female,16000,9.680344001,nodebt,10,10,9,68.9,4.232656178
483,23,male,15000,9.61580548,yesdebt,7,9,8,64.6,4.168214411
484,22,female,8000,8.987196821,nodebt,10,10,3,44.4,3.793239469
485,23,male,4500,8.411832676,nodebt,10,10,9,31.6,3.453157121
487,23,female,30000,10.30895266,nodebt,10,10,7,91.1,4.511957804
489,24,male,36000,10.49127422,yesdebt,10,10,5,95.9,4.563305982
491,21,female,7600,8.935903526,nodebt,10,10,8,43.8,3.779633817
492,23,male,1500,7.313220387,yesdebt,10,10,8,19.5,2.970414466
493,23,female,5000,8.517193191,yesdebt,10,10,6,32.5,3.481240089
494,24,female,20000,9.903487553,nodebt,10,10,7,75.4,4.322807275
495,22,male,4500,8.411832676,yesdebt,10,10,9,31.7,3.456316681
496,24,male,30000,10.30895266,yesdebt,8,10,10,91.1,4.511957804
497,22,female,12000,9.392661929,nodebt,10,10,7,56.9,4.041295341
498,22,female,20000,9.903487553,nodebt,10,10,6,75.4,4.322807275
500,26,male,20000,9.903487553,yesdebt,10,10,2,75.4,4.322807275
501,22,male,25000,10.1266311,nodebt,10,10,10,84.8,4.440295543
502,21,female,25000,10.1266311,yesdebt,10,10,5,84.8,4.440295543
503,25,female,21000,9.952277717,nodebt,10,10,5,79.4,4.374498368
504,21,male,4500,8.411832676,nodebt,8,7,8,31.7,3.456316681
505,25,male,36000,10.49127422,yesdebt,9,10,6,96,4.564348191
